"idx","id","status","prompt_tokens","completion_tokens","total_tokens","cached_tokens","reasoning_tokens","cost","model_elapsed_seconds","harness_elapsed_seconds","shard","task_dir","finish_reason","response_id","reason"
"54","cvdp_copilot_nbit_swizzling_0001","PASS","706","442","1148","0","0","0.00069165","6.586015701293945","0.12825226783752441","shard-05","54_cvdp_copilot_nbit_swizzling_0001","stop","gen-1780813560-YK7KIzLZfn2vHRukhzqM","NA"
"55","cvdp_copilot_packet_controller_0001","PASS","1085","1593","2678","0","0","0.001857885","21.46349263191223","0.1526346206665039","shard-00","55_cvdp_copilot_packet_controller_0001","stop","gen-1780813589-1DsdtGRV1ptbwSJuKHxI","NA"
"56","cvdp_copilot_palindrome_3b_0002","PASS","333","138","471","0","0","0.000264915","2.9280290603637695","0.14684247970581055","shard-01","56_cvdp_copilot_palindrome_3b_0002","stop","gen-1780813785-UqFeukM1suIh8qOZ4slX","NA"
"57","cvdp_copilot_perceptron_0001","PASS","2988","2004","4992","0","0","0.00304326","23.232602834701538","0.15498137474060059","shard-02","57_cvdp_copilot_perceptron_0001","stop","gen-1780813571-webnviGtP0txvJC7FERb","NA"
"58","cvdp_copilot_perf_counters_0001","PASS","635","284","919","0","0","0.000523305","4.528854608535767","0.14274215698242188","shard-03","58_cvdp_copilot_perf_counters_0001","stop","gen-1780813542-2D064xwfs7na88eu3TEj","NA"
"59","cvdp_copilot_perfect_squares_0001","PASS","515","198","713","0","0","0.000396285","3.768064498901367","0.15387582778930664","shard-04","59_cvdp_copilot_perfect_squares_0001","stop","gen-1780813513-K2fBkXO725Uj6ePY3Orz","NA"
"60","cvdp_copilot_piso_0001","FAIL","579","315","894","0","0","0.000525915","7.258138656616211","0.0762336254119873","shard-05","60_cvdp_copilot_piso_0001","stop","gen-1780813567-fF9hU6GMW2uuzNxex6FP","NA"
"61","cvdp_copilot_prbs_gen_0003","PASS","1437","619","2056","0","0","0.001163625","9.867850065231323","0.14792251586914062","shard-00","61_cvdp_copilot_prbs_gen_0003","stop","gen-1780813611-BlLG8gXW1ZoZy2hBdfKo","NA"
"62","cvdp_copilot_restoring_division_0001","PASS","1069","705","1774","0","0","0.001078365","10.763702154159546","0.14926481246948242","shard-01","62_cvdp_copilot_restoring_division_0001","stop","gen-1780813788-TMnpwH1sdZac7d26XBi6","NA"
"63","cvdp_copilot_reverse_bits_0001","FAIL","503","101","604","0","0","0.000306675","2.0150742530822754","0.073089599609375","shard-02","63_cvdp_copilot_reverse_bits_0001","stop","gen-1780813594-0cnFzcfj7h9OJmaN3kZl","NA"
"64","cvdp_copilot_secure_read_write_bus_0001","FAIL","880","535","1415","0","0","0.00084825","7.753605604171753","0.06407880783081055","shard-03","64_cvdp_copilot_secure_read_write_bus_0001","stop","gen-1780813546-jdALBd8mL7VOM22u4txH","NA"
"65","cvdp_copilot_secure_read_write_register_bank_0001","FAIL","1115","1350","2465","0","0","0.001659525","18.924794912338257","0.07493257522583008","shard-04","65_cvdp_copilot_secure_read_write_register_bank_0001","stop","gen-1780813517-XSQeXjU6ITSfLaBBuiXi","NA"
"66","cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001","FAIL","935","200","1135","0","0","0.000580725","4.449524402618408","0.0710608959197998","shard-05","66_cvdp_copilot_sequencial_binary_to_one_hot_decoder_0001","stop","gen-1780813574-Lbb1e9TJhHsrgbGapHfN","NA"
"67","cvdp_copilot_serial_in_parallel_out_0004","FAIL","1202","77","1279","0","0","0.00058986","2.442551612854004","0.07484865188598633","shard-00","67_cvdp_copilot_serial_in_parallel_out_0004","stop","gen-1780813621-8eNOZ2ol7cXfxPjvX1XS","NA"
"68","cvdp_copilot_set_bit_calculator_0001","FAIL","1227","313","1540","0","0","0.000806055","5.043423652648926","0.07637953758239746","shard-01","68_cvdp_copilot_set_bit_calculator_0001","stop","gen-1780813798-O4e26N4oSmb59zhGv7c1","NA"
"69","cvdp_copilot_sorter_0001","PASS","878","1096","1974","0","0","0.00133545","15.663492202758789","0.14310979843139648","shard-02","69_cvdp_copilot_sorter_0001","stop","gen-1780813596-7iGkC8sBqL1DOBp1Suid","NA"
"70","cvdp_copilot_static_branch_predict_0001","FAIL","4837","1456","6293","0","0","0.003370815","20.278561115264893","0.14732861518859863","shard-03","70_cvdp_copilot_static_branch_predict_0001","stop","gen-1780813554-JmxIQH07zD5dNZr2CEYn","NA"
"71","cvdp_copilot_sync_lifo_0001","PASS","747","686","1433","0","0","0.000921765","10.269645929336548","0.12293696403503418","shard-04","71_cvdp_copilot_sync_lifo_0001","stop","gen-1780813536-oThsmgNzgsSFAcSk5Tc8","NA"
"72","cvdp_copilot_sync_serial_communication_0001","PASS","2029","1318","3347","0","0","0.00750132","18.793827295303345","0.15220069885253906","shard-05","72_cvdp_copilot_sync_serial_communication_0001","stop","gen-1780813578-bwPBWKbxAfTdRduaVUZq","NA"
"73","cvdp_copilot_thermostat_0001","FAIL","1968","1291","3259","0","0","0.00197925","15.538071870803833","0.07774686813354492","shard-00","73_cvdp_copilot_thermostat_0001","stop","gen-1780813623-UUWEdT6DXK2fXn06NiHX","NA"
"74","cvdp_copilot_ttc_lite_0001","PASS","1073","800","1873","0","0","0.001162755","10.953434705734253","0.1509556770324707","shard-01","74_cvdp_copilot_ttc_lite_0001","stop","gen-1780813804-Fkvhsg5DUQEfB2Cgjshb","NA"
"75","cvdp_copilot_unpacker_one_hot_0001","FAIL","1265","589","1854","0","0","0.003928344","8.344321012496948","0.14724183082580566","shard-02","75_cvdp_copilot_unpacker_one_hot_0001","stop","gen-1780813612-hblCzuJM5jzr8vPTTs1L","NA"
"76","cvdp_copilot_vending_machine_0001","PASS","2030","1737","3767","0","0","0.00239424","23.148133277893066","0.1543865203857422","shard-03","76_cvdp_copilot_vending_machine_0001","stop","gen-1780813575-BMYAt11YrZh7E3gzzF1G","NA"
"77","cvdp_copilot_vga_controller_0001","PASS","2521","1917","4438","0","0","0.002764425","21.2958402633667","0.14237403869628906","shard-04","77_cvdp_copilot_vga_controller_0001","stop","gen-1780813547-Z0NBSnF7Ko7RcgosliqW","NA"
"78","cvdp_copilot_wb2ahb_0001","PASS","1004","2812","3816","0","0","0.00288318","47.31499004364014","0.13423991203308105","shard-05","78_cvdp_copilot_wb2ahb_0001","stop","gen-1780813597-yIniF3NvTseHV1phdVnD","NA"
